text_id,narrative_name,text,predicted_entity,predicted_entity_type,was_reconstructed,n_fragments_merged,predicted_role,role_confidence,role_evidence,role_method,candidate_role,predicted_agency,gold_entity,gold_role,gold_agency,correct_incorrect_uncertain,annotator_notes
calibration_0027,Russian,"🎖🎖 by Russian Defence Ministry on progress of special military operation as of 14 March 2026  ❗️ Last night, in response to Ukraine's terrorist attacks on civilian facilities on the territory of Russia, the Armed Forces of the Russian Federation carried out a massive strike by ground-, air-, and sea-based long-range precision weaponry and attack UAVs against enterprises of the Ukrainian defence industry, energy infrastructure facilities used for the benefit of the Armed Forces of Ukraine, as well as the military airfields.  ✅ The goals of the strike were achieved. All the assigned targets were engaged.  📍 Units of the Sever Group of Forces took more advantageous lines and positions. Manpower and hardware of the AFU mechanised brigade and one territorial defence brigade have been hit near Miropolye, Pisarevka, Novaya Sech, and Kondratovka (Sumy region).  💥 In Kharkov region, units of two mechanised brigades, one airmobile brigade, and one motorised infantry brigade of the AFU have been hit near Udy, Volchanskye Khutora, and Verkhniy Saltov (Kharkov region).  ▪️ The AFU losses amounted to more than 225 troops, 16 motor vehicles, one field artillery gun, and one U.S.-made MLRS launcher. One counter-battery warfare station, one ammunition depot, and seven materiel depots were neutralised.  📍 The Zapad Group of Forces improved the situation along the front line. Strikes were delivered at manpower and hardware of two mechanised brigades of the AFU, one territorial defence brigade, and one border detachment of the State Border Guard Service of Ukraine close to Novoosinovo, Grushevka (Kharkov region), Yatskovka, Rubtsy, and Krasny Liman (Donetsk People's Republic).  ▪️ The enemy losses amounted to up to 190 troops, one infantry fighting vehicle, two U.S.-made M113 armoured personnel carriers, seven armoured fighting vehicles, 21 motor vehicles, and four artillery guns, including one 155-mm Polish-made Krab self-propelled artillery system. One counter-battery warfare station and four ammunition depots were neutralised.  📍 The Yuzhnaya Group of Forces took more advantageous lines and positions. Russian troops hit one mechanised brigade, one motorised infantry brigade, one assault brigade of the AFU, and one marine brigade near Konstantinovka, Druzhkovka, Alekseyevo-Druzhkovka, Novoselovka, and Aleksandrovka (Donetsk People's Republic).  ▪️ The enemy lost up to 140 troops, one U.S.-made M113 armoured personnel carrier, three armoured fighting vehicles, ten motor vehicles, three field artillery guns, and one Grad MLRS combat vehicle. Five ammunition and materiel depots were eliminated.  👉 See Part 2   🔹 Russian Defence Ministry",goals,CONCEPT,False,1,uncertain,0.15,The goals of the strike were achieved.,agency_voice:passive_subject,victim,passive,,,,,
calibration_0028,Russian,"Our strength isn't just in weapons; it's in our spirit, our resilience, our, uh, our unity.",we,IN_GROUP,False,1,uncertain,0.15,"Our strength isn't just in weapons; it's in our spirit, our resilience, our, uh, our unity.","rhetoric_lexicon:גאווה, הישג והרואיות+rhetoric_lexicon:גאווה, הישג והרואיות",hero,unknown,,,,,
calibration_0028,Russian,"Our strength isn't just in weapons; it's in our spirit, our resilience, our, uh, our unity.",we,IN_GROUP,False,1,uncertain,0.15,"Our strength isn't just in weapons; it's in our spirit, our resilience, our, uh, our unity.","rhetoric_lexicon:גאווה, הישג והרואיות+rhetoric_lexicon:גאווה, הישג והרואיות",hero,unknown,,,,,
calibration_0028,Russian,"Our strength isn't just in weapons; it's in our spirit, our resilience, our, uh, our unity.",we,IN_GROUP,False,1,uncertain,0.15,"Our strength isn't just in weapons; it's in our spirit, our resilience, our, uh, our unity.","rhetoric_lexicon:גאווה, הישג והרואיות+rhetoric_lexicon:גאווה, הישג והרואיות",hero,unknown,,,,,
calibration_0028,Russian,"Our strength isn't just in weapons; it's in our spirit, our resilience, our, uh, our unity.",we,IN_GROUP,False,1,uncertain,0.15,"Our strength isn't just in weapons; it's in our spirit, our resilience, our, uh, our unity.","rhetoric_lexicon:גאווה, הישג והרואיות+rhetoric_lexicon:גאווה, הישג והרואיות",hero,unknown,,,,,
calibration_0028,Russian,"Our strength isn't just in weapons; it's in our spirit, our resilience, our, uh, our unity.",we,IN_GROUP,False,1,uncertain,0.15,"Our strength isn't just in weapons; it's in our spirit, our resilience, our, uh, our unity.","rhetoric_lexicon:גאווה, הישג והרואיות+rhetoric_lexicon:גאווה, הישג והרואיות",hero,unknown,,,,,
calibration_0029,Russian,"❗️Andrei Belousov inspects Sever Group of Forces  ▫️ On 17 March 2026, during a working visit to the zone of the special military operation, the Russian Defence Minister inspected units of the Sever Group of Forces and heard reports on the progress of operations at the command post. The main focus was on the expansion of the security belt on the territory of Sumy and Kharkov regions as well as strengthening the defence of the border regions of the Russian Federation.  💬 Commander of the Sever Group of Forces Colonel General Yevgeny Nikiforov reported to the Defence Minister on the successes of the units since the beginning of the year. As a result of cooperated actions, seven U.S.-made HIMARS and MLRS multiple rocket launchers were detected and destroyed.  📈 The commander also noted the increased effectiveness of the measures against enemy drones. Thanks to improved cohesion and training of FPV-interceptor teams, the effectiveness of long-range unmanned aerial vehicle engagement has been significantly improved.  💥 The Sever Group's Unmanned Systems Forces Commander reported to Andrei Belousov that an increase in the number of modern strike and reconnaissance drones made it possible to improve fire on enemy positions and provide continuous air surveillance in all directions.  ⚙️ He also added that an analysis centre had been set up at the unmanned system command post to assess the effectiveness of drone operators in real time. Maintenance elements equipped with programming equipment and 3D printers are deployed to ensure uninterrupted support of the units with UAVs. Thus, they can quickly prepare for the deployment unmanned aerial vehicles of various types. They are as follows: fixed-wing UAVs, hexacopters, copters, and FPV drones.  🤝At the end of the visit to the command post, Andrei Belousov presented state awards to servicemen of the Sever Group, who had distinguished themselves during combat missions. Those who showed courage, heroism and high professionalism in the special military operation received the Order of Courage and the Order 'For Merit Before Fatherland' with Swords, 1st and 2nd classes.   🔹 Russian Defence Ministry",Belous,PER,False,1,unknown,0.0,❗️Andrei Belousov inspects Sever Group of Forces,no_signal,unknown,active,,,,,
calibration_0029,Russian,"❗️Andrei Belousov inspects Sever Group of Forces  ▫️ On 17 March 2026, during a working visit to the zone of the special military operation, the Russian Defence Minister inspected units of the Sever Group of Forces and heard reports on the progress of operations at the command post. The main focus was on the expansion of the security belt on the territory of Sumy and Kharkov regions as well as strengthening the defence of the border regions of the Russian Federation.  💬 Commander of the Sever Group of Forces Colonel General Yevgeny Nikiforov reported to the Defence Minister on the successes of the units since the beginning of the year. As a result of cooperated actions, seven U.S.-made HIMARS and MLRS multiple rocket launchers were detected and destroyed.  📈 The commander also noted the increased effectiveness of the measures against enemy drones. Thanks to improved cohesion and training of FPV-interceptor teams, the effectiveness of long-range unmanned aerial vehicle engagement has been significantly improved.  💥 The Sever Group's Unmanned Systems Forces Commander reported to Andrei Belousov that an increase in the number of modern strike and reconnaissance drones made it possible to improve fire on enemy positions and provide continuous air surveillance in all directions.  ⚙️ He also added that an analysis centre had been set up at the unmanned system command post to assess the effectiveness of drone operators in real time. Maintenance elements equipped with programming equipment and 3D printers are deployed to ensure uninterrupted support of the units with UAVs. Thus, they can quickly prepare for the deployment unmanned aerial vehicles of various types. They are as follows: fixed-wing UAVs, hexacopters, copters, and FPV drones.  🤝At the end of the visit to the command post, Andrei Belousov presented state awards to servicemen of the Sever Group, who had distinguished themselves during combat missions. Those who showed courage, heroism and high professionalism in the special military operation received the Order of Courage and the Order 'For Merit Before Fatherland' with Swords, 1st and 2nd classes.   🔹 Russian Defence Ministry",Severgroupofforces,ORG,False,1,unknown,0.0,❗️Andrei Belousov inspects Sever Group of Forces,no_signal,unknown,passive,,,,,
calibration_0029,Russian,"❗️Andrei Belousov inspects Sever Group of Forces  ▫️ On 17 March 2026, during a working visit to the zone of the special military operation, the Russian Defence Minister inspected units of the Sever Group of Forces and heard reports on the progress of operations at the command post. The main focus was on the expansion of the security belt on the territory of Sumy and Kharkov regions as well as strengthening the defence of the border regions of the Russian Federation.  💬 Commander of the Sever Group of Forces Colonel General Yevgeny Nikiforov reported to the Defence Minister on the successes of the units since the beginning of the year. As a result of cooperated actions, seven U.S.-made HIMARS and MLRS multiple rocket launchers were detected and destroyed.  📈 The commander also noted the increased effectiveness of the measures against enemy drones. Thanks to improved cohesion and training of FPV-interceptor teams, the effectiveness of long-range unmanned aerial vehicle engagement has been significantly improved.  💥 The Sever Group's Unmanned Systems Forces Commander reported to Andrei Belousov that an increase in the number of modern strike and reconnaissance drones made it possible to improve fire on enemy positions and provide continuous air surveillance in all directions.  ⚙️ He also added that an analysis centre had been set up at the unmanned system command post to assess the effectiveness of drone operators in real time. Maintenance elements equipped with programming equipment and 3D printers are deployed to ensure uninterrupted support of the units with UAVs. Thus, they can quickly prepare for the deployment unmanned aerial vehicles of various types. They are as follows: fixed-wing UAVs, hexacopters, copters, and FPV drones.  🤝At the end of the visit to the command post, Andrei Belousov presented state awards to servicemen of the Sever Group, who had distinguished themselves during combat missions. Those who showed courage, heroism and high professionalism in the special military operation received the Order of Courage and the Order 'For Merit Before Fatherland' with Swords, 1st and 2nd classes.   🔹 Russian Defence Ministry",Russia,MISC,False,1,unknown,0.0,"▫️ On 17 March 2026, during a working visit to the zone of the special military operation, the Russian Defence Minister inspected units of the Sever Group of Forces and heard reports on the progress of operations at the command post.",no_signal,unknown,unknown,,,,,
calibration_0029,Russian,"❗️Andrei Belousov inspects Sever Group of Forces  ▫️ On 17 March 2026, during a working visit to the zone of the special military operation, the Russian Defence Minister inspected units of the Sever Group of Forces and heard reports on the progress of operations at the command post. The main focus was on the expansion of the security belt on the territory of Sumy and Kharkov regions as well as strengthening the defence of the border regions of the Russian Federation.  💬 Commander of the Sever Group of Forces Colonel General Yevgeny Nikiforov reported to the Defence Minister on the successes of the units since the beginning of the year. As a result of cooperated actions, seven U.S.-made HIMARS and MLRS multiple rocket launchers were detected and destroyed.  📈 The commander also noted the increased effectiveness of the measures against enemy drones. Thanks to improved cohesion and training of FPV-interceptor teams, the effectiveness of long-range unmanned aerial vehicle engagement has been significantly improved.  💥 The Sever Group's Unmanned Systems Forces Commander reported to Andrei Belousov that an increase in the number of modern strike and reconnaissance drones made it possible to improve fire on enemy positions and provide continuous air surveillance in all directions.  ⚙️ He also added that an analysis centre had been set up at the unmanned system command post to assess the effectiveness of drone operators in real time. Maintenance elements equipped with programming equipment and 3D printers are deployed to ensure uninterrupted support of the units with UAVs. Thus, they can quickly prepare for the deployment unmanned aerial vehicles of various types. They are as follows: fixed-wing UAVs, hexacopters, copters, and FPV drones.  🤝At the end of the visit to the command post, Andrei Belousov presented state awards to servicemen of the Sever Group, who had distinguished themselves during combat missions. Those who showed courage, heroism and high professionalism in the special military operation received the Order of Courage and the Order 'For Merit Before Fatherland' with Swords, 1st and 2nd classes.   🔹 Russian Defence Ministry",Sever Group Of Forces,ORG,False,1,unknown,0.0,"▫️ On 17 March 2026, during a working visit to the zone of the special military operation, the Russian Defence Minister inspected units of the Sever Group of Forces and heard reports on the progress of operations at the command post.",no_signal,unknown,passive,,,,,
calibration_0029,Russian,"❗️Andrei Belousov inspects Sever Group of Forces  ▫️ On 17 March 2026, during a working visit to the zone of the special military operation, the Russian Defence Minister inspected units of the Sever Group of Forces and heard reports on the progress of operations at the command post. The main focus was on the expansion of the security belt on the territory of Sumy and Kharkov regions as well as strengthening the defence of the border regions of the Russian Federation.  💬 Commander of the Sever Group of Forces Colonel General Yevgeny Nikiforov reported to the Defence Minister on the successes of the units since the beginning of the year. As a result of cooperated actions, seven U.S.-made HIMARS and MLRS multiple rocket launchers were detected and destroyed.  📈 The commander also noted the increased effectiveness of the measures against enemy drones. Thanks to improved cohesion and training of FPV-interceptor teams, the effectiveness of long-range unmanned aerial vehicle engagement has been significantly improved.  💥 The Sever Group's Unmanned Systems Forces Commander reported to Andrei Belousov that an increase in the number of modern strike and reconnaissance drones made it possible to improve fire on enemy positions and provide continuous air surveillance in all directions.  ⚙️ He also added that an analysis centre had been set up at the unmanned system command post to assess the effectiveness of drone operators in real time. Maintenance elements equipped with programming equipment and 3D printers are deployed to ensure uninterrupted support of the units with UAVs. Thus, they can quickly prepare for the deployment unmanned aerial vehicles of various types. They are as follows: fixed-wing UAVs, hexacopters, copters, and FPV drones.  🤝At the end of the visit to the command post, Andrei Belousov presented state awards to servicemen of the Sever Group, who had distinguished themselves during combat missions. Those who showed courage, heroism and high professionalism in the special military operation received the Order of Courage and the Order 'For Merit Before Fatherland' with Swords, 1st and 2nd classes.   🔹 Russian Defence Ministry",Sumy,LOC,False,1,unknown,0.0,The main focus was on the expansion of the security belt on the territory of Sumy and Kharkov regions as well as strengthening the defence of the border regions of the Russian Federation.,no_signal,unknown,unknown,,,,,
calibration_0029,Russian,"❗️Andrei Belousov inspects Sever Group of Forces  ▫️ On 17 March 2026, during a working visit to the zone of the special military operation, the Russian Defence Minister inspected units of the Sever Group of Forces and heard reports on the progress of operations at the command post. The main focus was on the expansion of the security belt on the territory of Sumy and Kharkov regions as well as strengthening the defence of the border regions of the Russian Federation.  💬 Commander of the Sever Group of Forces Colonel General Yevgeny Nikiforov reported to the Defence Minister on the successes of the units since the beginning of the year. As a result of cooperated actions, seven U.S.-made HIMARS and MLRS multiple rocket launchers were detected and destroyed.  📈 The commander also noted the increased effectiveness of the measures against enemy drones. Thanks to improved cohesion and training of FPV-interceptor teams, the effectiveness of long-range unmanned aerial vehicle engagement has been significantly improved.  💥 The Sever Group's Unmanned Systems Forces Commander reported to Andrei Belousov that an increase in the number of modern strike and reconnaissance drones made it possible to improve fire on enemy positions and provide continuous air surveillance in all directions.  ⚙️ He also added that an analysis centre had been set up at the unmanned system command post to assess the effectiveness of drone operators in real time. Maintenance elements equipped with programming equipment and 3D printers are deployed to ensure uninterrupted support of the units with UAVs. Thus, they can quickly prepare for the deployment unmanned aerial vehicles of various types. They are as follows: fixed-wing UAVs, hexacopters, copters, and FPV drones.  🤝At the end of the visit to the command post, Andrei Belousov presented state awards to servicemen of the Sever Group, who had distinguished themselves during combat missions. Those who showed courage, heroism and high professionalism in the special military operation received the Order of Courage and the Order 'For Merit Before Fatherland' with Swords, 1st and 2nd classes.   🔹 Russian Defence Ministry",Kharkov,LOC,False,1,unknown,0.0,The main focus was on the expansion of the security belt on the territory of Sumy and Kharkov regions as well as strengthening the defence of the border regions of the Russian Federation.,no_signal,unknown,unknown,,,,,
calibration_0029,Russian,"❗️Andrei Belousov inspects Sever Group of Forces  ▫️ On 17 March 2026, during a working visit to the zone of the special military operation, the Russian Defence Minister inspected units of the Sever Group of Forces and heard reports on the progress of operations at the command post. The main focus was on the expansion of the security belt on the territory of Sumy and Kharkov regions as well as strengthening the defence of the border regions of the Russian Federation.  💬 Commander of the Sever Group of Forces Colonel General Yevgeny Nikiforov reported to the Defence Minister on the successes of the units since the beginning of the year. As a result of cooperated actions, seven U.S.-made HIMARS and MLRS multiple rocket launchers were detected and destroyed.  📈 The commander also noted the increased effectiveness of the measures against enemy drones. Thanks to improved cohesion and training of FPV-interceptor teams, the effectiveness of long-range unmanned aerial vehicle engagement has been significantly improved.  💥 The Sever Group's Unmanned Systems Forces Commander reported to Andrei Belousov that an increase in the number of modern strike and reconnaissance drones made it possible to improve fire on enemy positions and provide continuous air surveillance in all directions.  ⚙️ He also added that an analysis centre had been set up at the unmanned system command post to assess the effectiveness of drone operators in real time. Maintenance elements equipped with programming equipment and 3D printers are deployed to ensure uninterrupted support of the units with UAVs. Thus, they can quickly prepare for the deployment unmanned aerial vehicles of various types. They are as follows: fixed-wing UAVs, hexacopters, copters, and FPV drones.  🤝At the end of the visit to the command post, Andrei Belousov presented state awards to servicemen of the Sever Group, who had distinguished themselves during combat missions. Those who showed courage, heroism and high professionalism in the special military operation received the Order of Courage and the Order 'For Merit Before Fatherland' with Swords, 1st and 2nd classes.   🔹 Russian Defence Ministry",Russianfederation,LOC,False,1,unknown,0.0,The main focus was on the expansion of the security belt on the territory of Sumy and Kharkov regions as well as strengthening the defence of the border regions of the Russian Federation.,no_signal,unknown,passive,,,,,
calibration_0029,Russian,"❗️Andrei Belousov inspects Sever Group of Forces  ▫️ On 17 March 2026, during a working visit to the zone of the special military operation, the Russian Defence Minister inspected units of the Sever Group of Forces and heard reports on the progress of operations at the command post. The main focus was on the expansion of the security belt on the territory of Sumy and Kharkov regions as well as strengthening the defence of the border regions of the Russian Federation.  💬 Commander of the Sever Group of Forces Colonel General Yevgeny Nikiforov reported to the Defence Minister on the successes of the units since the beginning of the year. As a result of cooperated actions, seven U.S.-made HIMARS and MLRS multiple rocket launchers were detected and destroyed.  📈 The commander also noted the increased effectiveness of the measures against enemy drones. Thanks to improved cohesion and training of FPV-interceptor teams, the effectiveness of long-range unmanned aerial vehicle engagement has been significantly improved.  💥 The Sever Group's Unmanned Systems Forces Commander reported to Andrei Belousov that an increase in the number of modern strike and reconnaissance drones made it possible to improve fire on enemy positions and provide continuous air surveillance in all directions.  ⚙️ He also added that an analysis centre had been set up at the unmanned system command post to assess the effectiveness of drone operators in real time. Maintenance elements equipped with programming equipment and 3D printers are deployed to ensure uninterrupted support of the units with UAVs. Thus, they can quickly prepare for the deployment unmanned aerial vehicles of various types. They are as follows: fixed-wing UAVs, hexacopters, copters, and FPV drones.  🤝At the end of the visit to the command post, Andrei Belousov presented state awards to servicemen of the Sever Group, who had distinguished themselves during combat missions. Those who showed courage, heroism and high professionalism in the special military operation received the Order of Courage and the Order 'For Merit Before Fatherland' with Swords, 1st and 2nd classes.   🔹 Russian Defence Ministry",Severgroupofforces,ORG,False,1,uncertain,0.15,💬 Commander of the Sever Group of Forces Colonel General Yevgeny Nikiforov reported to the Defence Minister on the successes of the units since the beginning of the year.,"rhetoric_lexicon:גאווה, הישג והרואיות+rhetoric_lexicon:גאווה, הישג והרואיות",hero,passive,,,,,
calibration_0029,Russian,"❗️Andrei Belousov inspects Sever Group of Forces  ▫️ On 17 March 2026, during a working visit to the zone of the special military operation, the Russian Defence Minister inspected units of the Sever Group of Forces and heard reports on the progress of operations at the command post. The main focus was on the expansion of the security belt on the territory of Sumy and Kharkov regions as well as strengthening the defence of the border regions of the Russian Federation.  💬 Commander of the Sever Group of Forces Colonel General Yevgeny Nikiforov reported to the Defence Minister on the successes of the units since the beginning of the year. As a result of cooperated actions, seven U.S.-made HIMARS and MLRS multiple rocket launchers were detected and destroyed.  📈 The commander also noted the increased effectiveness of the measures against enemy drones. Thanks to improved cohesion and training of FPV-interceptor teams, the effectiveness of long-range unmanned aerial vehicle engagement has been significantly improved.  💥 The Sever Group's Unmanned Systems Forces Commander reported to Andrei Belousov that an increase in the number of modern strike and reconnaissance drones made it possible to improve fire on enemy positions and provide continuous air surveillance in all directions.  ⚙️ He also added that an analysis centre had been set up at the unmanned system command post to assess the effectiveness of drone operators in real time. Maintenance elements equipped with programming equipment and 3D printers are deployed to ensure uninterrupted support of the units with UAVs. Thus, they can quickly prepare for the deployment unmanned aerial vehicles of various types. They are as follows: fixed-wing UAVs, hexacopters, copters, and FPV drones.  🤝At the end of the visit to the command post, Andrei Belousov presented state awards to servicemen of the Sever Group, who had distinguished themselves during combat missions. Those who showed courage, heroism and high professionalism in the special military operation received the Order of Courage and the Order 'For Merit Before Fatherland' with Swords, 1st and 2nd classes.   🔹 Russian Defence Ministry",Yevgeny Nikiforo,PER,False,1,uncertain,0.15,💬 Commander of the Sever Group of Forces Colonel General Yevgeny Nikiforov reported to the Defence Minister on the successes of the units since the beginning of the year.,"rhetoric_lexicon:גאווה, הישג והרואיות+rhetoric_lexicon:גאווה, הישג והרואיות",hero,active,,,,,
calibration_0029,Russian,"❗️Andrei Belousov inspects Sever Group of Forces  ▫️ On 17 March 2026, during a working visit to the zone of the special military operation, the Russian Defence Minister inspected units of the Sever Group of Forces and heard reports on the progress of operations at the command post. The main focus was on the expansion of the security belt on the territory of Sumy and Kharkov regions as well as strengthening the defence of the border regions of the Russian Federation.  💬 Commander of the Sever Group of Forces Colonel General Yevgeny Nikiforov reported to the Defence Minister on the successes of the units since the beginning of the year. As a result of cooperated actions, seven U.S.-made HIMARS and MLRS multiple rocket launchers were detected and destroyed.  📈 The commander also noted the increased effectiveness of the measures against enemy drones. Thanks to improved cohesion and training of FPV-interceptor teams, the effectiveness of long-range unmanned aerial vehicle engagement has been significantly improved.  💥 The Sever Group's Unmanned Systems Forces Commander reported to Andrei Belousov that an increase in the number of modern strike and reconnaissance drones made it possible to improve fire on enemy positions and provide continuous air surveillance in all directions.  ⚙️ He also added that an analysis centre had been set up at the unmanned system command post to assess the effectiveness of drone operators in real time. Maintenance elements equipped with programming equipment and 3D printers are deployed to ensure uninterrupted support of the units with UAVs. Thus, they can quickly prepare for the deployment unmanned aerial vehicles of various types. They are as follows: fixed-wing UAVs, hexacopters, copters, and FPV drones.  🤝At the end of the visit to the command post, Andrei Belousov presented state awards to servicemen of the Sever Group, who had distinguished themselves during combat missions. Those who showed courage, heroism and high professionalism in the special military operation received the Order of Courage and the Order 'For Merit Before Fatherland' with Swords, 1st and 2nd classes.   🔹 Russian Defence Ministry",U S,MISC,True,1,unknown,0.0,"As a result of cooperated actions, seven U.S.-made HIMARS and MLRS multiple rocket launchers were detected and destroyed.",no_signal,unknown,unknown,,,,,
calibration_0029,Russian,"❗️Andrei Belousov inspects Sever Group of Forces  ▫️ On 17 March 2026, during a working visit to the zone of the special military operation, the Russian Defence Minister inspected units of the Sever Group of Forces and heard reports on the progress of operations at the command post. The main focus was on the expansion of the security belt on the territory of Sumy and Kharkov regions as well as strengthening the defence of the border regions of the Russian Federation.  💬 Commander of the Sever Group of Forces Colonel General Yevgeny Nikiforov reported to the Defence Minister on the successes of the units since the beginning of the year. As a result of cooperated actions, seven U.S.-made HIMARS and MLRS multiple rocket launchers were detected and destroyed.  📈 The commander also noted the increased effectiveness of the measures against enemy drones. Thanks to improved cohesion and training of FPV-interceptor teams, the effectiveness of long-range unmanned aerial vehicle engagement has been significantly improved.  💥 The Sever Group's Unmanned Systems Forces Commander reported to Andrei Belousov that an increase in the number of modern strike and reconnaissance drones made it possible to improve fire on enemy positions and provide continuous air surveillance in all directions.  ⚙️ He also added that an analysis centre had been set up at the unmanned system command post to assess the effectiveness of drone operators in real time. Maintenance elements equipped with programming equipment and 3D printers are deployed to ensure uninterrupted support of the units with UAVs. Thus, they can quickly prepare for the deployment unmanned aerial vehicles of various types. They are as follows: fixed-wing UAVs, hexacopters, copters, and FPV drones.  🤝At the end of the visit to the command post, Andrei Belousov presented state awards to servicemen of the Sever Group, who had distinguished themselves during combat missions. Those who showed courage, heroism and high professionalism in the special military operation received the Order of Courage and the Order 'For Merit Before Fatherland' with Swords, 1st and 2nd classes.   🔹 Russian Defence Ministry",Severgroup,ORG,False,1,unknown,0.0,💥 The Sever Group's Unmanned Systems Forces Commander reported to Andrei Belousov that an increase in the number of modern strike and reconnaissance drones made it possible to improve fire on enemy positions and provide continuous air surveillance in all directions.,no_signal,unknown,unknown,,,,,
calibration_0029,Russian,"❗️Andrei Belousov inspects Sever Group of Forces  ▫️ On 17 March 2026, during a working visit to the zone of the special military operation, the Russian Defence Minister inspected units of the Sever Group of Forces and heard reports on the progress of operations at the command post. The main focus was on the expansion of the security belt on the territory of Sumy and Kharkov regions as well as strengthening the defence of the border regions of the Russian Federation.  💬 Commander of the Sever Group of Forces Colonel General Yevgeny Nikiforov reported to the Defence Minister on the successes of the units since the beginning of the year. As a result of cooperated actions, seven U.S.-made HIMARS and MLRS multiple rocket launchers were detected and destroyed.  📈 The commander also noted the increased effectiveness of the measures against enemy drones. Thanks to improved cohesion and training of FPV-interceptor teams, the effectiveness of long-range unmanned aerial vehicle engagement has been significantly improved.  💥 The Sever Group's Unmanned Systems Forces Commander reported to Andrei Belousov that an increase in the number of modern strike and reconnaissance drones made it possible to improve fire on enemy positions and provide continuous air surveillance in all directions.  ⚙️ He also added that an analysis centre had been set up at the unmanned system command post to assess the effectiveness of drone operators in real time. Maintenance elements equipped with programming equipment and 3D printers are deployed to ensure uninterrupted support of the units with UAVs. Thus, they can quickly prepare for the deployment unmanned aerial vehicles of various types. They are as follows: fixed-wing UAVs, hexacopters, copters, and FPV drones.  🤝At the end of the visit to the command post, Andrei Belousov presented state awards to servicemen of the Sever Group, who had distinguished themselves during combat missions. Those who showed courage, heroism and high professionalism in the special military operation received the Order of Courage and the Order 'For Merit Before Fatherland' with Swords, 1st and 2nd classes.   🔹 Russian Defence Ministry",Unmannedsystemsforces,ORG,False,1,unknown,0.0,💥 The Sever Group's Unmanned Systems Forces Commander reported to Andrei Belousov that an increase in the number of modern strike and reconnaissance drones made it possible to improve fire on enemy positions and provide continuous air surveillance in all directions.,no_signal,unknown,unknown,,,,,
calibration_0029,Russian,"❗️Andrei Belousov inspects Sever Group of Forces  ▫️ On 17 March 2026, during a working visit to the zone of the special military operation, the Russian Defence Minister inspected units of the Sever Group of Forces and heard reports on the progress of operations at the command post. The main focus was on the expansion of the security belt on the territory of Sumy and Kharkov regions as well as strengthening the defence of the border regions of the Russian Federation.  💬 Commander of the Sever Group of Forces Colonel General Yevgeny Nikiforov reported to the Defence Minister on the successes of the units since the beginning of the year. As a result of cooperated actions, seven U.S.-made HIMARS and MLRS multiple rocket launchers were detected and destroyed.  📈 The commander also noted the increased effectiveness of the measures against enemy drones. Thanks to improved cohesion and training of FPV-interceptor teams, the effectiveness of long-range unmanned aerial vehicle engagement has been significantly improved.  💥 The Sever Group's Unmanned Systems Forces Commander reported to Andrei Belousov that an increase in the number of modern strike and reconnaissance drones made it possible to improve fire on enemy positions and provide continuous air surveillance in all directions.  ⚙️ He also added that an analysis centre had been set up at the unmanned system command post to assess the effectiveness of drone operators in real time. Maintenance elements equipped with programming equipment and 3D printers are deployed to ensure uninterrupted support of the units with UAVs. Thus, they can quickly prepare for the deployment unmanned aerial vehicles of various types. They are as follows: fixed-wing UAVs, hexacopters, copters, and FPV drones.  🤝At the end of the visit to the command post, Andrei Belousov presented state awards to servicemen of the Sever Group, who had distinguished themselves during combat missions. Those who showed courage, heroism and high professionalism in the special military operation received the Order of Courage and the Order 'For Merit Before Fatherland' with Swords, 1st and 2nd classes.   🔹 Russian Defence Ministry",Andreibelousov,PER,False,1,unknown,0.0,💥 The Sever Group's Unmanned Systems Forces Commander reported to Andrei Belousov that an increase in the number of modern strike and reconnaissance drones made it possible to improve fire on enemy positions and provide continuous air surveillance in all directions.,no_signal,unknown,passive,,,,,
calibration_0029,Russian,"❗️Andrei Belousov inspects Sever Group of Forces  ▫️ On 17 March 2026, during a working visit to the zone of the special military operation, the Russian Defence Minister inspected units of the Sever Group of Forces and heard reports on the progress of operations at the command post. The main focus was on the expansion of the security belt on the territory of Sumy and Kharkov regions as well as strengthening the defence of the border regions of the Russian Federation.  💬 Commander of the Sever Group of Forces Colonel General Yevgeny Nikiforov reported to the Defence Minister on the successes of the units since the beginning of the year. As a result of cooperated actions, seven U.S.-made HIMARS and MLRS multiple rocket launchers were detected and destroyed.  📈 The commander also noted the increased effectiveness of the measures against enemy drones. Thanks to improved cohesion and training of FPV-interceptor teams, the effectiveness of long-range unmanned aerial vehicle engagement has been significantly improved.  💥 The Sever Group's Unmanned Systems Forces Commander reported to Andrei Belousov that an increase in the number of modern strike and reconnaissance drones made it possible to improve fire on enemy positions and provide continuous air surveillance in all directions.  ⚙️ He also added that an analysis centre had been set up at the unmanned system command post to assess the effectiveness of drone operators in real time. Maintenance elements equipped with programming equipment and 3D printers are deployed to ensure uninterrupted support of the units with UAVs. Thus, they can quickly prepare for the deployment unmanned aerial vehicles of various types. They are as follows: fixed-wing UAVs, hexacopters, copters, and FPV drones.  🤝At the end of the visit to the command post, Andrei Belousov presented state awards to servicemen of the Sever Group, who had distinguished themselves during combat missions. Those who showed courage, heroism and high professionalism in the special military operation received the Order of Courage and the Order 'For Merit Before Fatherland' with Swords, 1st and 2nd classes.   🔹 Russian Defence Ministry",Andreibelousov,PER,False,1,unknown,0.0,"🤝At the end of the visit to the command post, Andrei Belousov presented state awards to servicemen of the Sever Group, who had distinguished themselves during combat missions.",no_signal,unknown,active,,,,,
